gamma,iterations,time,rewards,delta
0.2,25,0.13948702812194824,1.0818027521979567,1.3877787807814457e-17
0.4,25,0.14155292510986328,1.2047403832213763,2.220446049250313e-16
0.8,3000,18.825528144836426,1.7598370711519775,2.220446049250313e-16
0.99,3000,16.908034086227417,2.6809496924220446,5.7592819402429996e-15
