epsilon,iterations,time,rewards,delta
0.3,5000000,160.370698928833,1.0,0.008039894777005868
0.5,5000000,161.73936104774475,0.0,0.0017962784470958904
0.7,5000000,161.9702250957489,10.0,0.007584182383182638
0.9,5000000,161.6541690826416,0.0,0.0013237696031530124
