gamma,iterations,time,rewards,delta
0.2,4,0.00023484230041503906,50.03672,0.0058320000000009475
0.4,6,0.00034308433532714844,50.172394496,0.006046617599999693
0.8,31,0.0017518997192382812,62.560610574137044,0.0023273812344690725
0.99,100,0.005079030990600586,428.7853390549836,9.071780408476116e-05
