iterations,time,rewards,delta
1,3.504753112792969e-05,50.0,50.0
2,8.988380432128906e-05,54.55,43.55
3,0.00014591217041015625,58.692259,38.694050000000004
4,0.00020003318786621094,62.39174446,33.573517550000005
5,0.0002529621124267578,65.766658818079,29.718471108050007
6,0.00030493736267089844,68.78919913904025,23.61153371544001
7,0.0003609657287597656,78.27879461735597,4.1597387227355185
8,0.0004138946533203125,83.55535280538037,3.7063272019573503
9,0.0004649162292480469,88.77914541152452,3.302337536944009
10,0.000514984130859375,93.95070009160723,2.9423827454171203
11,0.0005650520324707031,99.07053922488913,2.621663026166658
12,0.0006148815155029297,104.13917996683821,2.3359017563144917
13,0.0006651878356933594,111.46967704011911,2.0812884648762093
14,0.0007150173187255859,116.6663935624398,1.8544280222047007
15,0.0007660388946533203,121.81114291953723,1.652295367784376
16,0.0008151531219482422,126.90444478306371,1.4721951726958764
17,0.0008649826049804688,131.94681362795495,1.3117258988720266
18,0.0009160041809082031,136.93875878439727,1.1687477758949711
19,0.0009648799896240234,143.03784478741116,1.0413542683224222
20,0.0010161399841308594,148.04499920475575,0.927846653075278
21,0.0010650157928466797,153.0020820779269,0.8267113678900557
22,0.0011148452758789062,157.9095941223663,0.7365998287900766
23,0.0011639595031738281,162.76803104636133,0.6563104474519577
24,0.0012140274047851562,167.5778836011164,0.5847726086796712
25,0.0012638568878173828,172.91856251291676,0.5210323943335595
26,0.0013129711151123047,177.69001256520892,0.46423986335122436
27,0.0013630390167236328,182.41374811697818,0.4136377182459512
28,0.0014178752899169922,187.09024631322973,0.36855120695716437
29,0.0014679431915283203,191.71997952751872,0.32837912539883973
30,0.0015170574188232422,196.3034154096648,0.292585800730393
31,0.0015668869018554688,201.13067687571254,0.2606939484507791
32,0.001615762710571289,205.65157871813352,0.23227830806965244
33,0.00167083740234375,210.12727154213033,0.20695997249001152
34,0.0017199516296386719,214.55820743788715,0.18440133548861581
35,0.00177001953125,218.94483397468642,0.16430158992034194
36,0.0018188953399658203,223.28759424611766,0.1463927166190615
37,0.0018870830535888672,227.73185570428745,0.13043591050760028
38,0.0019450187683105469,232.00254299647304,0.11621839626229757
39,0.0019960403442382812,236.23052341573683,0.10355059106970543
40,0.0020470619201660156,240.4162240308079,0.09226357664309148
41,0.002096891403198242,244.56006763972835,0.08220684678897783
42,0.0021469593048095703,248.6624728125595,0.07324630048896097
43,0.002196073532104492,252.79636777114644,0.06526245373564166
44,0.0022449493408203125,256.8243139509492,0.0581488462784705
45,0.0022950172424316406,260.811980668954,0.05181062203411102
46,0.0023479461669921875,264.75977071977866,0.04616326423243322
47,0.0023980140686035156,268.6680828700952,0.041131468431132134
48,0.002447843551635742,272.53731189890846,0.036648138372129324
49,0.002498149871826172,276.404130294422,0.032653491289551084
50,0.002547025680541992,280.1999535496037,0.029094260738929734
51,0.0025968551635742188,283.9578185722337,0.025922986318448693
52,0.002646923065185547,287.6781049446373,0.023097380809701917
53,0.002701997756958008,291.3611884533169,0.020579766301437985
54,0.002752065658569336,295.0074411269097,0.018336571774597132
55,0.0028018951416015625,298.6353844798235,0.016337885451207512
56,0.0028510093688964844,302.2108738926114,0.014557055936904817
57,0.0028998851776123047,305.75060841127146,0.012970336839771335
58,0.002949953079223633,309.254945584745,0.011556570124355403
59,0.0030028820037841797,312.72423938648376,0.010296903980872685
60,0.0030541419982910156,316.158840250205,0.009174541446952844
61,0.003103017807006836,319.5681779013215,0.008174516429221512
62,0.0031528472900390625,322.935329404662,0.007283494138448532
63,0.0032019615173339844,326.268809392969,0.006489593277365202
64,0.0032520294189453125,329.5689545813931,0.005782227610040991
65,0.003301858901977539,332.83609831793285,0.005151964800575115
66,0.0033521652221679688,336.0705706171073,0.0045904006373120865
