gamma,iterations,time,rewards,delta
0.2,3,0.015555143356323242,50.03813559322034,1.7763568394002505e-15
0.4,4,0.009716987609863281,50.1764705882353,4.440892098500626e-16
0.8,10,0.023216962814331055,51.674418604651166,7.105427357601002e-15
0.99,26,0.06247091293334961,134.53830069037755,2.842170943040401e-14
