iterations,time,rewards,delta
8000,0.24883198738098145,0.0,0.004700747045927752
16000,0.47367405891418457,50.0,0.006921801604736928
24000,0.7294070720672607,0.0,0.003983611149509202
32000,0.9428741931915283,0.0,0.0037143938185680626
40000,1.1546940803527832,0.0,0.004035220502147546
48000,1.4067010879516602,0.0,0.002734369502339817
56000,1.62449312210083,0.0,0.006566561398053282
64000,1.834399938583374,0.0,0.0032021649080335025
72000,2.045027017593384,0.0,0.007763369647434161
80000,2.255303144454956,50.0,0.003543214177522373
88000,2.4690101146698,0.0,0.0057160048808437836
96000,2.6814610958099365,0.0,0.002832160102577859
104000,2.8900551795959473,50.0,0.0030325950921743896
112000,3.098065137863159,0.0,0.0070300738855757034
120000,3.3096749782562256,0.0,0.003664231795938946
128000,3.5517780780792236,0.0,0.004542223724847716
136000,3.793264150619507,0.0,0.0036921004935114043
144000,4.0248942375183105,0.0,0.0043074253823384085
152000,4.267650127410889,0.0,0.006232320078269226
160000,4.541105270385742,0.0,0.03636374454543251
168000,4.801050186157227,0.0,0.0035104724274938946
176000,5.0339860916137695,0.0,0.001350174784435609
184000,5.2672812938690186,50.0,0.0016337030895463443
192000,5.49642014503479,0.0,0.0031156245316759767
200000,5.712328195571899,0.0,0.0029608816163439683
208000,5.938431024551392,0.0,0.0030813134690302066
216000,6.156457901000977,0.0,0.0030577442226058906
224000,6.377406358718872,0.0,0.005109985298533971
232000,6.603450059890747,50.0,0.001096842479901767
240000,6.826098203659058,0.0,0.003729858251404366
248000,7.051309108734131,0.0,0.0010603923988844884
256000,7.265882253646851,0.0,0.003965445769819937
264000,7.4934351444244385,50.0,0.0008804925633095593
272000,7.707977294921875,50.0,0.0007145993556585779
280000,7.935966968536377,0.0,0.0009272470719789254
288000,8.160099029541016,0.0,0.00358217634716695
296000,8.387814283370972,0.0,0.01158241589248955
304000,8.608979225158691,0.0,0.0022868968433448914
312000,8.82559323310852,0.0,0.00322783808962366
320000,9.050562143325806,0.0,0.004965372247194239
328000,9.270784139633179,0.0,0.03751695795473439
336000,9.50264024734497,0.0,0.002661535084584472
344000,9.732671976089478,0.0,0.0015105840248894964
352000,9.962550163269043,0.0,0.0014626916965127777
360000,10.193300247192383,0.0,0.004298017169085171
368000,10.418955087661743,0.0,0.004117398359409208
376000,10.638822078704834,0.0,0.0031369084928927152
384000,10.859571933746338,0.0,0.004664866611503157
392000,11.08274507522583,50.0,0.0002920691559351383
400000,11.299033164978027,0.0,0.0035468939676848664
408000,11.527625322341919,0.0,0.0031417971774320964
416000,11.745686054229736,0.0,0.027512300712673066
424000,11.976413249969482,0.0,0.0006952909757558103
432000,12.19740104675293,0.0,0.004151724691061815
440000,12.419664144515991,50.0,0.0001406349546703325
448000,12.63999319076538,0.0,0.004506271733956794
456000,12.862877130508423,0.0,0.0005779882329609904
464000,13.08781623840332,0.0,0.0015777172362041938
472000,13.30475902557373,50.0,0.00021755419740563298
480000,13.535617113113403,0.0,0.0029979218279702594
488000,13.75483512878418,0.0,0.027744547817291392
496000,13.986644983291626,0.0,0.0014272301251230175
504000,14.201367139816284,0.0,0.0041602489268328215
512000,14.426998138427734,0.0,0.0013228034430774471
520000,14.644739151000977,0.0,0.0022058565090083276
528000,14.869330167770386,0.0,0.004240634105185365
536000,15.13143801689148,50.0,0.00011506850897623622
544000,15.384950160980225,0.0,0.003502656222870513
552000,15.680001020431519,0.0,0.0031868262953830993
560000,15.911725044250488,0.0,0.0023204585398418514
568000,16.17294406890869,0.0,0.0007587166801593526
576000,16.421056032180786,50.0,0.000170145921940275
584000,16.6706440448761,0.0,0.004092798811086709
592000,16.918787002563477,0.0,0.02786570144173038
600000,17.18385624885559,0.0,0.0005744570798973854
608000,17.41095805168152,50.0,5.102826825074658e-05
616000,17.681129932403564,0.0,0.0014240010384758933
624000,17.979549169540405,50.0,2.8001693044927834e-05
632000,18.274233102798462,1.0,0.005100088050737469
640000,18.540142059326172,0.0,0.0013997319777944882
648000,18.755955934524536,1.0,0.003223520529055321
656000,18.97141408920288,0.0,0.0013423847057684951
664000,19.18680715560913,0.0,0.000459159118978306
672000,19.40316104888916,0.0,0.00395805682061291
680000,19.62108325958252,0.0,0.004378255189877024
688000,19.837308168411255,0.0,0.0014154036129498024
696000,20.05409002304077,0.0,0.03792654964848164
704000,20.27032494544983,0.0,0.0013656935236258932
712000,20.486278295516968,10.0,0.00893262859512177
720000,20.70193099975586,0.0,0.0021670931185462194
728000,20.92154598236084,0.0,0.028051926228604175
736000,21.139291286468506,0.0,0.002070770694498364
744000,21.355606079101562,0.0,0.0014753442993185077
752000,21.57398295402527,0.0,0.0009905401155834283
760000,21.79151725769043,0.0,0.0035303104701693544
768000,22.011182069778442,0.0,0.003512599491707533
776000,22.23166799545288,0.0,0.003538394881025937
784000,22.451741218566895,50.0,3.499762629530778e-05
792000,22.66996192932129,0.0,0.001353497506375689
800000,22.88773822784424,50.0,4.718029132541801e-05
