epsilonDecay,iterations,time,rewards,delta
5e-06,800000,22.88773822784424,50.0,4.718029132541801e-05
5e-05,800000,23.723379850387573,0.0,0.0054092449446874295
0.0005,800000,26.37882685661316,0.0,0.001241908754443571
0.005,800000,24.00428295135498,0.0,0.0019282351025575934
