epsilon,iterations,time,rewards,delta
0.3,800000,23.042293787002563,50.0,4.718029132541801e-05
0.5,800000,25.921839714050293,0.0,0.0054092449446874295
0.7,800000,25.776621103286743,0.0,0.001241908754443571
0.9,800000,27.082624912261963,1.0,4.179293959746033e-06
